OrderID	CustomerID	EmployeeID	OrderDate	RequiredDate	ShippedDate	ShipVia	Freight	ShipName	ShipAddress	ShipCity	ShipRegion	ShipPostalCode	ShipCountry
10620	LAUGB	2	1997-08-05	1997-09-02	1997-08-14	3	0	Laughing Bacchus Wine Cellars	2319 Elm St.	Vancouver	BC	V3F 2K1	Canada
10621	ISLAT	4	1997-08-05	1997-09-02	1997-08-11	2	0	Island Trading	Garden House\r\nCrowther Way	Cowes	Isle of Wight	PO31 7PJ	United Kingdom
10622	RICAR	4	1997-08-06	1997-09-03	1997-08-11	3	0	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10623	FRANK	8	1997-08-07	1997-09-04	1997-08-12	2	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10624	THECR	4	1997-08-07	1997-09-04	1997-08-19	2	0	The Cracker Box	55 Grizzly Peak Rd.	Butte	MT	59801	United States
10625	ANATR	3	1997-08-08	1997-09-05	1997-08-14	1	0	Ana Trujillo Emparedados y helados	Avda. de la Constituci?n 2222	M?xico D.F.		05021	Mexico
10626	BERGS	1	1997-08-11	1997-09-08	1997-08-20	2	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10627	SAVEA	8	1997-08-11	1997-09-22	1997-08-21	3	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10628	BLONP	4	1997-08-12	1997-09-09	1997-08-20	3	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10629	GODOS	4	1997-08-12	1997-09-09	1997-08-20	3	0	Godos Cocina T?pica	C/ Romero, 33	Sevilla		41101	Spain
10630	KOENE	1	1997-08-13	1997-09-10	1997-08-19	2	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10631	LAMAI	8	1997-08-14	1997-09-11	1997-08-15	1	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10632	WANDK	8	1997-08-14	1997-09-11	1997-08-19	1	0	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10633	ERNSH	7	1997-08-15	1997-09-12	1997-08-18	3	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10634	FOLIG	4	1997-08-15	1997-09-12	1997-08-21	3	0	Folies gourmandes	184, chauss?e de Tournai	Lille		59000	France
10635	MAGAA	8	1997-08-18	1997-09-15	1997-08-21	3	0	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10636	WARTH	4	1997-08-19	1997-09-16	1997-08-26	1	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10637	QUEEN	6	1997-08-19	1997-09-16	1997-08-26	1	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10638	LINOD	3	1997-08-20	1997-09-17	1997-09-01	1	0	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10639	SANTG	7	1997-08-20	1997-09-17	1997-08-27	3	0	Sant? Gourmet	Erling Skakkes gate 78	Stavern		4110	Norway
10640	WANDK	4	1997-08-21	1997-09-18	1997-08-28	1	0	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10641	HILAA	4	1997-08-22	1997-09-19	1997-08-26	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10642	SIMOB	7	1997-08-22	1997-09-19	1997-09-05	3	0	Simons bistro	Vinb?ltet 34	K?benhavn		1734	Denmark
10643	ALFKI	6	1997-08-25	1997-09-22	1997-09-02	1	0	Alfreds Futterkiste	Obere Str. 57	Berlin		12209	Germany
10644	WELLI	3	1997-08-25	1997-09-22	1997-09-01	2	0	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
10645	HANAR	4	1997-08-26	1997-09-23	1997-09-02	1	0	Hanari Carnes	Rua do Pa?o, 67	Rio de Janeiro	RJ	05454-876	Brazil
10646	HUNGO	9	1997-08-27	1997-10-08	1997-09-03	3	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10647	QUEDE	4	1997-08-27	1997-09-10	1997-09-03	2	0	Que Del?cia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10648	RICAR	5	1997-08-28	1997-10-09	1997-09-09	2	0	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
10649	MAISD	5	1997-08-28	1997-09-25	1997-08-29	3	0	Maison Dewey	Rue Joseph-Bens 532	Bruxelles		B-1180	Belgium
10650	FAMIA	5	1997-08-29	1997-09-26	1997-09-03	3	0	Familia Arquibaldo	Rua Or?s, 92	S?o Paulo	SP	05442-030	Brazil
10651	WANDK	8	1997-09-01	1997-09-29	1997-09-11	2	0	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10652	GOURL	4	1997-09-01	1997-09-29	1997-09-08	2	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10653	FRANK	1	1997-09-02	1997-09-30	1997-09-19	1	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10654	BERGS	5	1997-09-02	1997-09-30	1997-09-11	1	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10655	REGGC	1	1997-09-03	1997-10-01	1997-09-11	2	0	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10656	GREAL	6	1997-09-04	1997-10-02	1997-09-10	1	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10657	SAVEA	2	1997-09-04	1997-10-02	1997-09-15	2	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10658	QUICK	4	1997-09-05	1997-10-03	1997-09-08	1	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10659	QUEEN	7	1997-09-05	1997-10-03	1997-09-10	2	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10660	HUNGC	8	1997-09-08	1997-10-06	1997-10-15	1	0	Hungry Coyote Import Store	City Center Plaza\r\n516 Main St.	Elgin	OR	97827	United States
10661	HUNGO	7	1997-09-09	1997-10-07	1997-09-15	3	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10662	LONEP	3	1997-09-09	1997-10-07	1997-09-18	2	0	Lonesome Pine Restaurant	89 Chiaroscuro Rd.	Portland	OR	97219	United States
10663	BONAP	2	1997-09-10	1997-09-24	1997-10-03	2	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10664	FURIB	1	1997-09-10	1997-10-08	1997-09-19	3	0	Furia Bacalhau e Frutos do Mar	Jardim das rosas n. 32	Lisboa		1675	Portugal
10665	LONEP	1	1997-09-11	1997-10-09	1997-09-17	2	0	Lonesome Pine Restaurant	89 Chiaroscuro Rd.	Portland	OR	97219	United States
10666	RICSU	7	1997-09-12	1997-10-10	1997-09-22	2	0	Richter Supermarkt	Starenweg 5	Gen?ve		1204	Switzerland
10667	ERNSH	7	1997-09-12	1997-10-10	1997-09-19	1	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10668	WANDK	1	1997-09-15	1997-10-13	1997-09-23	2	0	Die Wandernde Kuh	Adenauerallee 900	Stuttgart		70563	Germany
10669	SIMOB	2	1997-09-15	1997-10-13	1997-09-22	1	0	Simons bistro	Vinb?ltet 34	K?benhavn		1734	Denmark
10670	FRANK	4	1997-09-16	1997-10-14	1997-09-18	1	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10671	FRANR	1	1997-09-17	1997-10-15	1997-09-24	1	0	France restauration	54, rue Royale	Nantes		44000	France
10672	BERGS	9	1997-09-17	1997-10-01	1997-09-26	2	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10673	WILMK	2	1997-09-18	1997-10-16	1997-09-19	1	0	Wilman Kala	Keskuskatu 45	Helsinki		21240	Finland
10674	ISLAT	4	1997-09-18	1997-10-16	1997-09-30	2	0	Island Trading	Garden House\r\nCrowther Way	Cowes	Isle of Wight	PO31 7PJ	United Kingdom
10675	FRANK	5	1997-09-19	1997-10-17	1997-09-23	2	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10676	TORTU	2	1997-09-22	1997-10-20	1997-09-29	2	0	Tortuga Restaurante	Avda. Azteca 123	M?xico D.F.		05033	Mexico
10677	ANTON	1	1997-09-22	1997-10-20	1997-09-26	3	0	Antonio Moreno Taquer?a	Mataderos  2312	M?xico D.F.		05023	Mexico
10678	SAVEA	7	1997-09-23	1997-10-21	1997-10-16	3	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10679	BLONP	8	1997-09-23	1997-10-21	1997-09-30	3	0	Blondel p?re et fils	24, place Kl?ber	Strasbourg		67000	France
10680	OLDWO	1	1997-09-24	1997-10-22	1997-09-26	1	0	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	United States
10681	GREAL	3	1997-09-25	1997-10-23	1997-09-30	3	0	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	United States
10682	ANTON	3	1997-09-25	1997-10-23	1997-10-01	2	0	Antonio Moreno Taquer?a	Mataderos  2312	M?xico D.F.		05023	Mexico
10683	DUMON	2	1997-09-26	1997-10-24	1997-10-01	1	0	Du monde entier	67, rue des Cinquante Otages	Nantes		44000	France
10684	OTTIK	3	1997-09-26	1997-10-24	1997-09-30	1	0	Ottilies K?seladen	Mehrheimerstr. 369	K?ln		50739	Germany
10685	GOURL	4	1997-09-29	1997-10-13	1997-10-03	2	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10686	PICCO	2	1997-09-30	1997-10-28	1997-10-08	1	0	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10687	HUNGO	9	1997-09-30	1997-10-28	1997-10-30	2	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10688	VAFFE	4	1997-10-01	1997-10-15	1997-10-07	2	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10689	BERGS	1	1997-10-01	1997-10-29	1997-10-07	2	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10690	HANAR	1	1997-10-02	1997-10-30	1997-10-03	1	0	Hanari Carnes	Rua do Pa?o, 67	Rio de Janeiro	RJ	05454-876	Brazil
10691	QUICK	2	1997-10-03	1997-11-14	1997-10-22	2	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10692	ALFKI	4	1997-10-03	1997-10-31	1997-10-13	2	0	Alfreds Futterkiste	Obere Str. 57	Berlin		12209	Germany
10693	WHITC	3	1997-10-06	1997-10-20	1997-10-10	3	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10694	QUICK	8	1997-10-06	1997-11-03	1997-10-09	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10695	WILMK	7	1997-10-07	1997-11-18	1997-10-14	1	0	Wilman Kala	Keskuskatu 45	Helsinki		21240	Finland
10696	WHITC	8	1997-10-08	1997-11-19	1997-10-14	3	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10697	LINOD	3	1997-10-08	1997-11-05	1997-10-14	1	0	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10698	ERNSH	4	1997-10-09	1997-11-06	1997-10-17	1	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10699	MORGK	3	1997-10-09	1997-11-06	1997-10-13	3	0	Morgenstern Gesundkost	Heerstr. 22	Leipzig		04179	Germany
10700	SAVEA	3	1997-10-10	1997-11-07	1997-10-16	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10701	HUNGO	6	1997-10-13	1997-10-27	1997-10-15	3	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10702	ALFKI	4	1997-10-13	1997-11-24	1997-10-21	1	0	Alfreds Futterkiste	Obere Str. 57	Berlin		12209	Germany
10703	FOLKO	6	1997-10-14	1997-11-11	1997-10-20	2	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10704	QUEEN	6	1997-10-14	1997-11-11	1997-11-07	1	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10705	HILAA	9	1997-10-15	1997-11-12	1997-11-18	2	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
10706	OLDWO	8	1997-10-16	1997-11-13	1997-10-21	3	0	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	United States
10707	AROUT	4	1997-10-16	1997-10-30	1997-10-23	3	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10708	THEBI	6	1997-10-17	1997-11-28	1997-11-05	2	0	The Big Cheese	89 Jefferson Way\r\nSuite 2	Portland	OR	97201	United States
10709	GOURL	1	1997-10-17	1997-11-14	1997-11-20	3	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10710	FRANS	1	1997-10-20	1997-11-17	1997-10-23	1	0	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10711	SAVEA	5	1997-10-21	1997-12-02	1997-10-29	2	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10712	HUNGO	3	1997-10-21	1997-11-18	1997-10-31	1	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10713	SAVEA	1	1997-10-22	1997-11-19	1997-10-24	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10714	SAVEA	5	1997-10-22	1997-11-19	1997-10-27	3	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10715	BONAP	3	1997-10-23	1997-11-06	1997-10-29	1	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10716	RANCH	4	1997-10-24	1997-11-21	1997-10-27	2	0	Rancho grande	Av. del Libertador 900	Buenos Aires		1010	Argentina
10717	FRANK	1	1997-10-24	1997-11-21	1997-10-29	2	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10718	KOENE	1	1997-10-27	1997-11-24	1997-10-29	3	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10719	LETSS	8	1997-10-27	1997-11-24	1997-11-05	2	0	Let''s Stop N Shop	87 Polk St.\r\nSuite 5	San Francisco	CA	94117	United States
10720	QUEDE	8	1997-10-28	1997-11-11	1997-11-05	2	0	Que Del?cia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10721	QUICK	5	1997-10-29	1997-11-26	1997-10-31	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10722	SAVEA	8	1997-10-29	1997-12-10	1997-11-04	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10723	WHITC	3	1997-10-30	1997-11-27	1997-11-25	1	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10724	MEREP	8	1997-10-30	1997-12-11	1997-11-05	2	0	M?re Paillarde	43 rue St. Laurent	Montr?al	Qu?bec	H1J 1C3	Canada
10725	FAMIA	4	1997-10-31	1997-11-28	1997-11-05	3	0	Familia Arquibaldo	Rua Or?s, 92	S?o Paulo	SP	05442-030	Brazil
10726	EASTC	4	1997-11-03	1997-11-17	1997-12-05	1	0	Eastern Connection	35 King George	London		WX3 6FW	United Kingdom
10727	REGGC	2	1997-11-03	1997-12-01	1997-12-05	1	0	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10728	QUEEN	4	1997-11-04	1997-12-02	1997-11-11	2	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10729	LINOD	8	1997-11-04	1997-12-16	1997-11-14	3	0	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10730	BONAP	5	1997-11-05	1997-12-03	1997-11-14	1	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10731	CHOPS	7	1997-11-06	1997-12-04	1997-11-14	1	0	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10732	BONAP	3	1997-11-06	1997-12-04	1997-11-07	1	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10733	BERGS	1	1997-11-07	1997-12-05	1997-11-10	3	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10734	GOURL	2	1997-11-07	1997-12-05	1997-11-12	3	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10735	LETSS	6	1997-11-10	1997-12-08	1997-11-21	2	0	Let''s Stop N Shop	87 Polk St.\r\nSuite 5	San Francisco	CA	94117	United States
10736	HUNGO	9	1997-11-11	1997-12-09	1997-11-21	2	0	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10737	VINET	2	1997-11-11	1997-12-09	1997-11-18	2	0	Vins et alcools Chevalier	59 rue de l''Abbaye	Reims		51100	France
10738	SPECD	2	1997-11-12	1997-12-10	1997-11-18	1	0	Sp?cialit?s du monde	25, rue Lauriston	Paris		75016	France
10739	VINET	3	1997-11-12	1997-12-10	1997-11-17	3	0	Vins et alcools Chevalier	59 rue de l''Abbaye	Reims		51100	France
10740	WHITC	4	1997-11-13	1997-12-11	1997-11-25	2	0	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	United States
10741	AROUT	4	1997-11-14	1997-11-28	1997-11-18	3	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10742	BOTTM	3	1997-11-14	1997-12-12	1997-11-18	3	0	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10743	AROUT	1	1997-11-17	1997-12-15	1997-11-21	2	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10744	VAFFE	6	1997-11-17	1997-12-15	1997-11-24	1	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10745	QUICK	9	1997-11-18	1997-12-16	1997-11-27	1	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10746	CHOPS	1	1997-11-19	1997-12-17	1997-11-21	3	0	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10747	PICCO	6	1997-11-19	1997-12-17	1997-11-26	1	0	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10748	SAVEA	3	1997-11-20	1997-12-18	1997-11-28	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10749	ISLAT	4	1997-11-20	1997-12-18	1997-12-19	2	0	Island Trading	Garden House\r\nCrowther Way	Cowes	Isle of Wight	PO31 7PJ	United Kingdom
10750	WARTH	9	1997-11-21	1997-12-19	1997-11-24	1	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10751	RICSU	3	1997-11-24	1997-12-22	1997-12-03	3	0	Richter Supermarkt	Starenweg 5	Gen?ve		1204	Switzerland
10752	NORTS	2	1997-11-24	1997-12-22	1997-11-28	3	0	North/South	South House\r\n300 Queensbridge	London		SW7 1RZ	United Kingdom
10753	FRANS	3	1997-11-25	1997-12-23	1997-11-27	1	0	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10754	MAGAA	6	1997-11-25	1997-12-23	1997-11-27	3	0	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10755	BONAP	4	1997-11-26	1997-12-24	1997-11-28	2	0	Bon app''	12, rue des Bouchers	Marseille		13008	France
10756	SPLIR	8	1997-11-27	1997-12-25	1997-12-02	2	0	Split Rail Beer & Ale	P.O. Box 555	Lander	WY	82520	United States
10757	SAVEA	6	1997-11-27	1997-12-25	1997-12-15	1	0	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	United States
10758	RICSU	3	1997-11-28	1997-12-26	1997-12-04	3	0	Richter Supermarkt	Starenweg 5	Gen?ve		1204	Switzerland
10759	ANATR	3	1997-11-28	1997-12-26	1997-12-12	3	0	Ana Trujillo Emparedados y helados	Avda. de la Constituci?n 2222	M?xico D.F.		05021	Mexico
10760	MAISD	4	1997-12-01	1997-12-29	1997-12-10	1	0	Maison Dewey	Rue Joseph-Bens 532	Bruxelles		B-1180	Belgium
10761	RATTC	5	1997-12-02	1997-12-30	1997-12-08	2	0	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	United States
10762	FOLKO	3	1997-12-02	1997-12-30	1997-12-09	1	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10763	FOLIG	3	1997-12-03	1997-12-31	1997-12-08	3	0	Folies gourmandes	184, chauss?e de Tournai	Lille		59000	France
10764	ERNSH	6	1997-12-03	1997-12-31	1997-12-08	3	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10765	QUICK	3	1997-12-04	1998-01-01	1997-12-09	3	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10766	OTTIK	4	1997-12-05	1998-01-02	1997-12-09	1	0	Ottilies K?seladen	Mehrheimerstr. 369	K?ln		50739	Germany
10767	SUPRD	4	1997-12-05	1998-01-02	1997-12-15	3	0	Supr?mes d?lices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10768	AROUT	3	1997-12-08	1998-01-05	1997-12-15	2	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10769	VAFFE	3	1997-12-08	1998-01-05	1997-12-12	1	0	Vaffeljernet	Smagsl?get 45	?rhus		8200	Denmark
10770	HANAR	8	1997-12-09	1998-01-06	1997-12-17	3	0	Hanari Carnes	Rua do Pa?o, 67	Rio de Janeiro	RJ	05454-876	Brazil
10771	ERNSH	9	1997-12-10	1998-01-07	1998-01-02	2	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10772	LEHMS	3	1997-12-10	1998-01-07	1997-12-19	2	0	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10773	ERNSH	1	1997-12-11	1998-01-08	1997-12-16	3	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10774	FOLKO	4	1997-12-11	1997-12-25	1997-12-12	1	0	Folk och f? HB	?kergatan 24	Br?cke		S-844 67	Sweden
10775	THECR	7	1997-12-12	1998-01-09	1997-12-26	1	0	The Cracker Box	55 Grizzly Peak Rd.	Butte	MT	59801	United States
10776	ERNSH	1	1997-12-15	1998-01-12	1997-12-18	3	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10777	GOURL	7	1997-12-15	1997-12-29	1998-01-21	2	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10778	BERGS	3	1997-12-16	1998-01-13	1997-12-24	1	0	Berglunds snabbk?p	Berguvsv?gen  8	Lule?		S-958 22	Sweden
10779	MORGK	3	1997-12-16	1998-01-13	1998-01-14	2	0	Morgenstern Gesundkost	Heerstr. 22	Leipzig		04179	Germany
10780	LILAS	2	1997-12-16	1997-12-30	1997-12-25	1	0	LILA-Supermercado	Carrera 52 con Ave. Bol?var #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10781	WARTH	2	1997-12-17	1998-01-14	1997-12-19	3	0	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10782	CACTU	9	1997-12-17	1998-01-14	1997-12-22	3	0	Cactus Comidas para llevar	Cerrito 333	Buenos Aires		1010	Argentina
10783	HANAR	4	1997-12-18	1998-01-15	1997-12-19	2	0	Hanari Carnes	Rua do Pa?o, 67	Rio de Janeiro	RJ	05454-876	Brazil
10784	MAGAA	4	1997-12-18	1998-01-15	1997-12-22	3	0	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10785	GROSR	1	1997-12-18	1998-01-15	1997-12-24	3	0	GROSELLA-Restaurante	5? Ave. Los Palos Grandes	Caracas	DF	1081	Venezuela
10786	QUEEN	8	1997-12-19	1998-01-16	1997-12-23	1	0	Queen Cozinha	Alameda dos Can?rios, 891	S?o Paulo	SP	05487-020	Brazil
10787	LAMAI	2	1997-12-19	1998-01-02	1997-12-26	1	0	La maison d''Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10788	QUICK	1	1997-12-22	1998-01-19	1998-01-19	2	0	QUICK-Stop	Taucherstra?e 10	Cunewalde		01307	Germany
10789	FOLIG	1	1997-12-22	1998-01-19	1997-12-31	2	0	Folies gourmandes	184, chauss?e de Tournai	Lille		59000	France
10790	GOURL	6	1997-12-22	1998-01-19	1997-12-26	1	0	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10791	FRANK	6	1997-12-23	1998-01-20	1998-01-01	2	0	Frankenversand	Berliner Platz 43	M?nchen		80805	Germany
10792	WOLZA	1	1997-12-23	1998-01-20	1997-12-31	3	0	Wolski Zajazd	ul. Filtrowa 68	Warszawa		01-012	Poland
10793	AROUT	3	1997-12-24	1998-01-21	1998-01-08	3	0	Around the Horn	Brook Farm\r\nStratford St. Mary	Colchester	Essex	CO7 6JX	United Kingdom
10794	QUEDE	6	1997-12-24	1998-01-21	1998-01-02	1	0	Que Del?cia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10795	ERNSH	8	1997-12-24	1998-01-21	1998-01-20	2	0	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10796	HILAA	3	1997-12-25	1998-01-22	1998-01-14	1	0	HILARI?N-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Crist?bal	T?chira	5022	Venezuela
(10797	DRACD	7	1997-12-25	1998-01-22	1998-01-05	2	0	Drachenblut Delikatessen	Walserweg 21	Aachen		52066	Germany
(10798	ISLAT	2	1997-12-26	1998-01-23	1998-01-05	1	0	Island Trading	Garden House\r\nCrowther Way	Cowes	Isle of Wight	PO31 7PJ	United Kingdom
(10799	KOENE	9	1997-12-26	1998-02-06	1998-01-05	3	0	K?niglich Essen	Maubelstr. 90	Brandenburg		14776	Germany
(10800	SEVES	1	1997-12-26	1998-01-23	1998-01-05	3	0	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	United Kingdom
(10801	BOLID	4	1997-12-29	1998-01-26	1997-12-31	2	0	B?lido Comidas preparadas	C/ Araquil, 67	Madrid		28023	Spain
(10802	SIMOB	4	1997-12-29	1998-01-26	1998-01-02	2	0	Simons bistro	Vinb?ltet 34	K?benhavn		1734	Denmark
(10803	WELLI	4	1997-12-30	1998-01-27	1998-01-06	1	0	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
(10804	SEVES	6	1997-12-30	1998-01-27	1998-01-07	2	0	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	United Kingdom
(10805	THEBI	2	1997-12-30	1998-01-27	1998-01-09	3	0	The Big Cheese	89 Jefferson Way\r\nSuite 2	Portland	OR	97201	United States
(10806	VICTE	3	1997-12-31	1998-01-28	1998-01-05	2	0	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
(10807	FRANS	4	1997-12-31	1998-01-28	1998-01-30	1	0	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
(10808	OLDWO	2	1998-01-01	1998-01-29	1998-01-09	3	0	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	United States
